time,latitude,longitude,depth_km,mag,event_id,r_km
2023-02-22 06:34:19+00:00,56.9143333333,-158.048,3.09,0.79,av91089858,9.853835198460493
2023-02-22 07:28:06+00:00,56.9195,-158.072,4.12,-0.39,av91089863,8.483587529026337
2023-02-22 07:28:18+00:00,56.9233333333,-158.034,2.55,-0.6,av91089868,10.836829146117191
2023-02-22 08:01:00+00:00,56.9106666667,-158.0448333333,3.24,-0.1,av91089873,10.015980699446315
2023-02-22 08:35:42+00:00,56.9166666667,-158.0366666667,-2.14,1.41,av91089883,10.567506039116584
2023-02-22 08:36:27+00:00,56.9128333333,-158.0543333333,3.0,0.77,av91089888,9.454775963019191
2023-02-22 09:38:21+00:00,56.8628333333,-158.1855,0.63,0.87,av91770201,4.994534053209113
2023-02-22 09:44:19+00:00,56.8766666667,-158.168,2.43,1.06,av91089893,4.0950742063710175
2023-02-22 11:04:48+00:00,56.909,-158.0901666667,3.13,0.72,av91090113,7.248452344462159
2023-02-22 14:39:03+00:00,56.8891666667,-158.1563333333,5.4,-0.11,av91089903,3.7056050698851983
2023-02-22 14:59:41+00:00,56.8871666667,-158.1551666667,9.03,-0.6,av91089908,3.881771741508174
2023-02-22 15:55:00+00:00,56.893,-158.0403333333,3.99,0.06,av91089913,10.376249969480932
2023-02-22 16:31:32+00:00,56.8518333333,-158.1513333333,3.45,0.59,av91089918,6.962540700992852
2023-02-22 17:31:48+00:00,56.9135,-158.0521666667,4.0,0.6,av91089933,9.592587631430954
2023-02-22 17:55:59+00:00,56.9095,-158.073,2.52,-0.03,av91090123,8.295715962217631
2023-02-22 18:38:13+00:00,56.9075,-158.0656666667,0.76,-0.45,av91090128,8.734528490330735
2023-02-22 18:47:41+00:00,56.9093333333,-158.0583333333,2.77,0.79,av91090133,9.18745878123151
2023-02-22 18:55:19+00:00,56.9095,-158.0735,3.03,-0.6,av91090138,8.265292390832707
2023-02-22 19:11:56+00:00,56.9143333333,-158.0336666667,-1.97,0.11,av91090143,10.723263624876367
2023-02-23 17:07:32+00:00,56.8831666667,-158.1736666667,4.8,1.48,av91090293,3.31502269752167
2023-02-23 19:01:17+00:00,56.9108333333,-158.0131666667,1.46,-0.04,av91090228,11.943626012727886
2023-02-23 19:07:11+00:00,56.9148333333,-158.005,-1.03,1.14,av91090248,12.467974422591672
2023-02-23 19:07:22+00:00,56.9261666667,-158.005,-2.54,1.07,av91090253,12.630736415424693
2023-02-23 19:55:45+00:00,56.9248333333,-158.0233333333,1.9,0.1,av91090288,11.505886839722674
2023-02-23 20:36:47+00:00,56.8353333333,-157.9158333333,19.03,0.5,av91090068,19.524447398317186
2023-02-23 22:31:21+00:00,56.935,-158.0126666667,2.43,0.35,av91090353,12.391315497071485
2023-02-23 22:31:30+00:00,56.9278333333,-158.019,4.47,0.89,av91090348,11.82970793608968
2023-02-24 06:27:41+00:00,56.917,-158.0171666667,2.92,2.64,av91771826,11.752185862231261
2023-02-24 09:31:44+00:00,56.9005,-158.0006666667,-3.13,-0.16,av91090243,12.707451345825001
2023-02-24 18:16:13+00:00,56.9211666667,-158.0338333333,-3.16,1.5,av91772371,10.806295848664329
2023-02-24 18:33:06+00:00,56.921,-158.0138333333,2.31,1.14,av91090433,12.008131631833779
2023-02-24 23:19:34+00:00,56.8586666667,-158.1848333333,4.2,0.32,av91090483,5.451519282928491
2023-02-25 00:05:04+00:00,56.9075,-158.1408333333,6.5,1.68,av91090498,4.157316519691312
2023-02-25 02:45:07+00:00,56.8635,-158.1438333333,0.59,0.38,av91772906,6.161937222375742
2023-02-25 03:20:23+00:00,56.872,-158.1946666667,2.31,-0.15,av91090523,3.8639619263655116
2023-02-25 04:13:53+00:00,56.8588333333,-158.1905,3.39,0.31,av91772946,5.350325408614081
2023-02-25 05:24:30+00:00,56.9163333333,-158.0208333333,1.92,0.92,av91090528,11.522418775750303
2023-02-25 07:27:34+00:00,56.9241666667,-158.067,6.08,1.08,av91090558,8.8878493477666
2023-02-25 07:30:23+00:00,56.9131666667,-158.032,3.95,1.16,av91090563,10.813935812604306
2023-02-25 07:36:11+00:00,56.908,-158.0316666667,-1.4,1.21,av91090573,10.806605543320963
2023-02-25 07:50:09+00:00,56.9076666667,-158.0291666667,0.85,1.47,av91090588,10.958158286234891
2023-02-25 08:04:16+00:00,56.9206666667,-158.013,-2.74,1.74,av91090608,12.053286180572963
2023-02-25 09:09:11+00:00,56.9108333333,-158.0028333333,-0.33,2.05,av91090623,12.572489175075415
2023-02-25 09:18:00+00:00,56.9135,-158.0088333333,-2.1,1.75,av91773151,12.224135502593729
2023-02-25 10:39:39+00:00,56.8941666667,-158.037,3.26,0.95,av91090668,10.560596546272077
2023-02-25 10:50:51+00:00,56.9151666667,-158.0621666667,3.19,1.16,av91090673,9.005405173607794
2023-02-25 11:44:19+00:00,56.8633333333,-158.1213333333,2.65,1.43,av91090678,7.136079503629459
2023-02-25 11:49:05+00:00,56.9186666667,-158.0193333333,3.31,0.79,av91090688,11.642080063386057
2023-02-25 14:24:05+00:00,56.8555,-158.0305,8.64,0.86,av91090703,12.239443995405548
2023-02-25 15:39:15+00:00,56.8645,-158.1848333333,1.92,1.44,av91090713,4.829263117440519
2023-02-25 19:46:19+00:00,56.9046666667,-158.0411666667,-3.2,1.74,av91774016,10.226286279732783
2023-02-25 21:07:24+00:00,56.909,-158.177,5.56,0.71,av91090843,1.9818372774106099
2023-02-26 03:22:26+00:00,56.9133333333,-158.0115,-2.19,1.6,av91090878,12.06081110504256
2023-02-26 06:09:13+00:00,56.8983333333,-158.0335,3.04,0.86,av91090883,10.72579257848872
2023-02-26 09:41:02+00:00,56.9171666667,-158.0053333333,-2.02,0.85,av91090898,12.471037163024306
2023-02-26 10:26:03+00:00,56.9231666667,-157.996,-2.05,0.2,av91090918,13.117489636015934
2023-02-26 11:03:48+00:00,56.8738333333,-158.1945,2.0,0.89,av91090923,3.6678135262029286
2023-02-26 11:08:12+00:00,56.9096666667,-158.0175,-2.04,0.93,av91090943,11.674598769210574
2023-02-26 12:31:25+00:00,56.916,-157.9898333333,4.3,1.35,av91090958,13.399275960320182
2023-02-26 15:26:17+00:00,56.9255,-158.0053333333,-3.2,2.95,av91774886,12.597732896640862
2023-02-26 15:48:16+00:00,56.8526666667,-158.1738333333,4.43,1.09,av91090973,6.293301488313963
2023-02-26 16:00:11+00:00,56.8593333333,-158.1478333333,4.49,0.97,av91090983,6.378056073558293
2023-02-26 16:19:19+00:00,56.876,-158.2426666667,2.7,0.52,av91090998,3.9016456770521644
2023-02-26 17:32:55+00:00,56.852,-158.1761666667,5.61,0.59,av91091003,6.3166395538891855
2023-02-26 19:25:11+00:00,56.8615,-158.1191666667,1.69,1.03,av91091013,7.3706745470175905
2023-02-26 19:50:27+00:00,56.8663333333,-158.1148333333,4.78,0.78,av91091018,7.229461871307593
2023-02-26 20:50:38+00:00,56.8663333333,-158.191,2.12,0.9,av91091023,4.529821049667897
2023-02-26 21:15:32+00:00,56.9178333333,-158.0298333333,1.69,0.96,av91091028,10.99604167814237
2023-02-26 22:59:13+00:00,56.8668333333,-158.2373333333,3.87,0.42,av91091038,4.670331652927708
2023-02-26 23:54:08+00:00,56.8733333333,-158.1906666667,2.48,0.95,av91091048,3.784172885677132
2023-02-27 03:52:58+00:00,56.8766666667,-158.1381666667,3.42,0.87,av91091523,5.400335945037456
2023-02-27 04:18:15+00:00,56.9066666667,-158.0483333333,-2.23,0.82,av91091528,9.789081497266464
