time,latitude,longitude,depth_km,mag,event_id,r_km
2023-03-01 05:06:28.550000+00:00,56.9141666666667,-158.017333333333,-2.35,0.04,av91091288,11.713220572351974
2023-03-01 07:26:51.920000+00:00,56.8725,-158.172833333333,2.72,0.76,av91091348,4.313990351671698
2023-03-01 12:21:07.590000+00:00,56.9066666666667,-158.07,2.68,0.69,av91091383,8.469115946991025
2023-03-01 14:15:25.680000+00:00,56.8638333333333,-158.258,1.62,1.38,av91091408,5.546371180924749
2023-03-01 15:35:13.960000+00:00,56.8723333333333,-158.1805,3.2,1.17,av91091423,4.111761702027104
2023-03-01 19:29:45.710000+00:00,56.8721666666667,-158.232833333333,1.31,1.22,av91091433,4.0172036794856245
2023-03-01 22:19:42.190000+00:00,56.9025,-158.066333333333,1.22,1.14,av91091438,8.700205699763112
2023-03-02 02:59:12.550000+00:00,56.8683333333333,-158.2015,2.38,1.2,av91779026,4.197180069468971
2023-03-02 03:30:33.880000+00:00,56.9145,-158.049333333333,4.05,2.15,av91779051,9.774792531993732
2023-03-02 05:36:40.070000+00:00,56.9221666666667,-158.007,-1.76,1.27,av91779171,12.438535840068154
2023-03-02 08:34:38.983000+00:00,56.9115,-158.0369,1.2,2.5,ak0232t0r0bp,10.503699550362454
2023-03-02 09:37:17.870000+00:00,56.8771666666667,-158.176666666667,3.3,0.79,av91779336,3.7483908566979047
2023-03-02 12:51:08.070000+00:00,56.8648333333333,-158.1215,0.89,1.02,av91091343,7.0186947303775105
2023-03-02 18:32:33.320000+00:00,56.907,-158.0355,2.17,1.69,av91091458,10.571272838158977
2023-03-02 19:50:56.720000+00:00,56.876,-158.1935,1.86,1.63,av91780051,3.450321595658436
2023-03-02 20:10:17.200000+00:00,56.8773333333333,-158.141333333333,0.96,0.35,av91091463,5.201719345893635
2023-03-02 20:34:37.310000+00:00,56.9115,-158.047666666667,2.97,0.78,av91091473,9.849062321695257
2023-03-02 20:55:32.750000+00:00,56.9285,-158.044,5.78,0.74,av91091483,10.362722622931525
2023-03-03 00:05:17.588000+00:00,56.8842,-158.1679,3.1,1.7,ak0232ujcmjq,3.4726764940516213
2023-03-03 02:30:23.090000+00:00,56.8528333333333,-158.099666666667,5.59,0.4,av91780496,8.90077243445476
2023-03-03 03:01:15.080000+00:00,56.914,-158.042666666667,1.71,0.88,av91091623,10.17391490271586
2023-03-03 03:03:24.733000+00:00,56.9048,-158.081,0.4,2.1,ak0232ul4id4,7.799381487202147
2023-03-03 03:04:55.550000+00:00,56.8641666666667,-158.119666666667,2.57,1.17,av91780546,7.151934315466279
2023-03-03 06:49:23.520000+00:00,56.8388333333333,-158.105166666667,6.5,0.71,av91091698,9.782731339142149
2023-03-03 07:54:48.627000+00:00,56.8659,-158.1207,3.4,1.6,ak0232unt71z,6.979557802284597
2023-03-03 07:56:04.690000+00:00,56.8526666666667,-158.1825,1.76,0.15,av91091733,6.133433312304597
2023-03-03 10:47:03.670000+00:00,56.858,-158.213833333333,0.95,0.75,av91780926,5.331050446587174
2023-03-03 11:43:00.070000+00:00,56.8926666666667,-158.0575,2.54,0.82,av91091778,9.34698036615677
2023-03-03 12:38:07.440000+00:00,56.9091666666667,-158.042166666667,1.35,0.49,av91781046,10.170881723657223
2023-03-03 12:52:37.440000+00:00,56.8708333333333,-158.190166666667,-3.12,1.05,av91781066,4.059509511192984
2023-03-03 14:12:19.440000+00:00,56.8863333333333,-158.0495,0.35,1.06,av91781196,9.958958844825402
2023-03-03 14:47:31.260000+00:00,56.9108333333333,-158.033833333333,2.34,0.32,av91091798,10.686132267684092
2023-03-03 16:13:16.270000+00:00,56.8875,-158.147666666667,1.0,0.02,av91091808,4.257128430034488
