id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma,event_id,event_id_mapped
AV.DEER..BH,2021-08-20T16:34:32.420000,P,0.95,5.027472980145831e-07,2,0.0043723516469238,20210820T160000_2,6154
AV.DEER..BH,2021-08-20T16:57:43.040000,P,0.491,3.453668000474863e-07,3,0.0043723516469238,20210820T160000_3,6155
AV.DEER..BH,2021-08-20T17:32:12.060000,P,0.788,3.848697929242917e-07,4,0.0043723516469238,20210820T160000_4,6156
AV.DEER..BH,2021-08-20T20:02:42.460000,P,0.84,4.989714739167539e-07,5,0.0043723516469238,20210820T160000_5,6157
AV.DEER..BH,2021-08-20T16:27:41.200000,S,0.896,7.069379535096232e-07,1,0.0029583785888301,20210820T160000_1,6153
AV.DEER..BH,2021-08-20T16:34:42.140000,S,0.839,5.027472980145831e-07,2,0.0029583785888301,20210820T160000_2,6154
AV.DEER..BH,2021-08-20T17:32:25.980000,S,0.778,4.939122391078854e-07,4,0.0029583785888301,20210820T160000_4,6156
AV.DEER..BH,2021-08-20T20:02:48.860000,S,0.751,4.989714739167539e-07,5,0.0029583785888301,20210820T160000_5,6157
AV.DEER..BH,2021-08-20T20:19:23.680000,S,0.367,4.885728799308708e-07,6,0.0043723516469238,20210820T160000_6,6158
AV.DEER..BH,2021-08-20T21:56:40.780000,S,0.416,7.842032232474594e-07,8,0.0043723516469238,20210820T160000_8,6160
AV.DEER..BH,2021-08-20T23:49:52.000000,S,0.301,3.066144017793704e-06,10,0.0043723516469238,20210820T160000_10,6162
AV.DOL..BH,2021-08-20T16:34:36.460000,P,0.538,4.074211403803929e-07,2,0.0015454503500544,20210820T160000_2,6154
AV.DOL..BH,2021-08-20T17:32:13.740000,P,0.946,5.476269961945945e-07,4,0.0015454503500544,20210820T160000_4,6156
AV.DOL..BH,2021-08-20T20:19:01.020000,P,0.656,4.194268399260182e-07,6,0.0029583785888301,20210820T160000_6,6158
AV.DOL..BH,2021-08-20T21:56:05.560000,P,0.446,6.471755682468938e-07,7,0.0043723516469238,20210820T160000_7,6159
AV.DOL..BH,2021-08-20T23:49:13.640000,P,0.944,3.896650014212355e-06,9,0.0043723516469238,20210820T160000_9,6161
AV.DOL..BH,2021-08-20T16:27:42.040000,S,0.369,3.669357226954162e-07,1,0.0015454503500544,20210820T160000_1,6153
AV.DOL..BH,2021-08-20T16:34:49.760000,S,0.353,4.959180728292267e-07,2,0.0012729812315697,20210820T160000_2,6154
AV.DOL..BH,2021-08-20T21:56:30.420000,S,0.686,1.9035107925446937e-06,8,0.0029583785888301,20210820T160000_8,6160
AV.DT1..BH,2021-08-20T16:27:32.260000,P,0.969,8.067830208347004e-07,1,0.0012729812315697,20210820T160000_1,6153
AV.DT1..BH,2021-08-20T16:34:34.540000,P,0.854,4.429784326021036e-07,2,0.0007800902852048,20210820T160000_2,6154
AV.DT1..BH,2021-08-20T17:32:11.820000,P,0.484,3.592891459902603e-07,4,0.0012729812315697,20210820T160000_4,6156
AV.DT1..BH,2021-08-20T20:02:44.460000,P,0.922,4.75931358323578e-07,5,0.0015454503500544,20210820T160000_5,6157
AV.DT1..BH,2021-08-20T21:56:09.040000,P,0.634,7.772687240503728e-07,7,0.0029583785888301,20210820T160000_7,6159
AV.DT1..BH,2021-08-20T23:49:17.100000,P,0.821,1.5784564766363474e-06,9,0.0029583785888301,20210820T160000_9,6161
AV.DT1..BH,2021-08-20T17:32:23.980000,S,0.493,3.970915258832975e-07,4,0.0007800902852048,20210820T160000_4,6156
AV.DT1..BH,2021-08-20T20:02:52.200000,S,0.887,4.75931358323578e-07,5,0.0012729812315697,20210820T160000_5,6157
AV.DT1..BH,2021-08-20T23:49:53.160000,S,0.322,4.015239028376527e-06,10,0.0029583785888301,20210820T160000_10,6162
AV.DTN..BH,2021-08-20T16:27:33.000000,P,0.892,6.294523586802825e-07,1,0.0007800902852048,20210820T160000_1,6153
AV.DTN..BH,2021-08-20T16:34:35.340000,P,0.745,8.58278042414895e-07,2,0.0017100521448628,20210820T160000_2,6154
AV.DTN..BH,2021-08-20T20:02:45.180000,P,0.829,6.433717771869851e-07,5,0.0007800902852048,20210820T160000_5,6157
AV.DTN..BH,2021-08-20T21:56:08.680000,P,0.763,8.449661663689767e-07,7,0.0015454503500544,20210820T160000_7,6159
AV.DTN..BH,2021-08-20T23:49:16.920000,P,0.897,2.8430281417968217e-06,9,0.0015454503500544,20210820T160000_9,6161
AV.DTN..BH,2021-08-20T23:49:23.120000,S,0.346,2.8430281417968217e-06,9,0.0012729812315697,20210820T160000_9,6161
AV.HAG..SH,2021-08-20T16:34:38.880000,P,0.576,3.820687197730877e-07,2,0.0001820591140088,20210820T160000_2,6154
AV.HAG..SH,2021-08-20T21:56:06.280000,P,0.895,1.1056890798499808e-06,7,0.0012729812315697,20210820T160000_7,6159
AV.HAG..SH,2021-08-20T23:49:14.780000,P,0.878,2.930506980192149e-06,9,0.0007800902852048,20210820T160000_9,6161
AV.HAG..SH,2021-08-20T16:57:45.500000,S,0.748,4.128482373744191e-07,3,0.0029583785888301,20210820T160000_3,6155
AV.HAG..SH,2021-08-20T21:56:32.480000,S,0.456,1.5896240483925794e-06,8,0.0015454503500544,20210820T160000_8,6160
AV.PN7A..BH,2021-08-20T21:56:08.080000,P,0.697,1.1771301160479195e-06,7,0.0007800902852048,20210820T160000_7,6159
AV.PN7A..BH,2021-08-20T23:49:15.900000,P,0.706,3.845408627967117e-06,9,0.0017100521448628,20210820T160000_9,6161
AV.PN7A..BH,2021-08-20T21:56:33.120000,S,0.369,1.6617989331280114e-06,8,0.0012729812315697,20210820T160000_8,6160
AV.PN7A..BH,2021-08-20T23:50:01.600000,S,0.399,5.489372597367037e-06,10,0.0015454503500544,20210820T160000_10,6162
AV.PS1A..BH,2021-08-20T20:18:59.640000,P,0.675,7.795247825015394e-07,6,0.0015454503500544,20210820T160000_6,6158
AV.PS1A..BH,2021-08-20T21:56:04.840000,P,0.556,9.731329555506818e-07,7,0.0017100521448628,20210820T160000_7,6159
AV.PS1A..BH,2021-08-20T23:49:12.860000,P,0.959,2.798646391966031e-06,9,0.0001820591140088,20210820T160000_9,6161
AV.PS1A..BH,2021-08-20T21:56:28.480000,S,0.48,1.8268131043441824e-06,8,0.0007800902852048,20210820T160000_8,6160
AV.PS1A..BH,2021-08-20T23:49:19.000000,S,0.311,3.337237330924836e-06,9,0.0003889702111427,20210820T160000_9,6161
AV.PS4A..BH,2021-08-20T21:56:05.900000,P,0.937,1.450614831810526e-06,7,0.0001820591140088,20210820T160000_7,6159
AV.PS4A..BH,2021-08-20T23:49:13.640000,P,0.964,5.5926952882146e-06,9,0.0019427971993071,20210820T160000_9,6161
AV.PS4A..BH,2021-08-20T21:56:30.260000,S,0.692,2.9519549116230337e-06,8,0.0017100521448628,20210820T160000_8,6160
AV.PS4A..BH,2021-08-20T23:49:19.200000,S,0.445,5.5926952882146e-06,9,0.0076044729161332,20210820T160000_9,6161
AV.PV6A..SH,2021-08-20T16:57:45.200000,P,0.628,1.7690634024347673e-07,3,0.0015454503500544,20210820T160000_3,6155
AV.PV6A..SH,2021-08-20T20:18:59.840000,P,0.626,1.0102252190336004e-07,6,0.0012729812315697,20210820T160000_6,6158
AV.PV6A..SH,2021-08-20T21:56:06.440000,P,0.529,3.257340779327933e-07,7,0.0003889702111427,20210820T160000_7,6159
AV.PV6A..SH,2021-08-20T23:49:15.180000,P,0.966,1.5626239928678842e-06,9,0.0034144250336094,20210820T160000_9,6161
AV.PV6A..SH,2021-08-20T21:56:32.080000,S,0.721,5.678907655237708e-07,8,0.0001820591140088,20210820T160000_8,6160
AV.PV6A..SH,2021-08-20T23:49:21.720000,S,0.307,1.129777729147463e-06,9,0.0008743474034661,20210820T160000_9,6161
AV.PV6A..SH,2021-08-20T23:50:05.760000,S,0.372,2.3950533432071097e-06,10,0.0012729812315697,20210820T160000_10,6162
AV.PVV..SH,2021-08-20T16:57:45.220000,P,0.334,2.3747463728796003e-07,3,0.0012729812315697,20210820T160000_3,6155
AV.PVV..SH,2021-08-20T23:49:13.120000,P,0.895,1.3116954278302728e-06,9,8.663725386254109e-05,20210820T160000_9,6161
AV.PVV..SH,2021-08-20T21:56:29.240000,S,0.419,5.346631155589421e-07,8,0.0003889702111427,20210820T160000_8,6160
AV.PVV..SH,2021-08-20T23:49:18.780000,S,0.686,1.3116954278302728e-06,9,0.0019181451497039,20210820T160000_9,6161
AV.S12K..BH,2021-08-20T21:56:07.340000,P,0.661,7.184128207882168e-07,7,0.0019427971993071,20210820T160000_7,6159
AV.DEER..BH,2021-08-21T03:55:17.580000,P,0.32,3.972871581936488e-06,3,0.0087179358539449,20210821T000000_3,6165
AV.DOL..BH,2021-08-21T03:54:39.500000,P,0.952,5.223904736340046e-06,2,0.0087179358539449,20210821T000000_2,6164
AV.DOL..BH,2021-08-21T03:40:44.500000,S,0.362,8.404161349062633e-07,1,0.0087179358539449,20210821T000000_1,6163
AV.DOL..BH,2021-08-21T03:55:21.440000,S,0.404,1.859631811385043e-05,3,0.0013506325930087,20210821T000000_3,6165
AV.DT1..BH,2021-08-21T03:40:33.000000,P,0.514,7.363143481597945e-07,1,0.0013506325930087,20210821T000000_1,6163
AV.DT1..BH,2021-08-21T03:54:42.920000,P,0.712,2.728064600887592e-06,2,0.0013506325930087,20210821T000000_2,6164
AV.DT1..BH,2021-08-21T03:40:37.140000,S,0.815,7.363143481597945e-07,1,0.0008790649612536,20210821T000000_1,6163
AV.DTN..BH,2021-08-21T03:40:32.300000,P,0.752,6.801888048357796e-06,1,9.548282458604692e-05,20210821T000000_1,6163
AV.DTN..BH,2021-08-21T03:54:42.760000,P,0.926,5.533179319172632e-06,2,0.0008790649612536,20210821T000000_2,6164
AV.DTN..BH,2021-08-21T03:54:49.680000,S,0.624,5.533179319172632e-06,2,9.548282458604692e-05,20210821T000000_2,6164
AV.HAG..SH,2021-08-21T03:54:40.340000,P,0.922,5.531537681235932e-06,2,0.0004050851218891,20210821T000000_2,6164
AV.PN7A..BH,2021-08-21T03:54:41.420000,P,0.745,7.279582405317342e-06,2,0.0003496636828339,20210821T000000_2,6164
AV.PS1A..BH,2021-08-21T03:54:38.620000,P,0.778,3.903245215042261e-06,2,0.0005119244638347,20210821T000000_2,6164
AV.PS4A..BH,2021-08-21T03:54:39.480000,P,0.961,8.391960363951512e-06,2,0.0004601630174006,20210821T000000_2,6164
AV.PS4A..BH,2021-08-21T03:55:19.560000,S,0.435,2.968936496472452e-05,3,0.0008790649612536,20210821T000000_3,6165
AV.PV6A..SH,2021-08-21T03:54:40.980000,P,0.875,1.8387567024547025e-06,2,0.0007837008372654,20210821T000000_2,6164
AV.PVV..SH,2021-08-21T03:54:38.960000,P,0.976,2.136667262675473e-06,2,0.0441761254042775,20210821T000000_2,6164
AV.PVV..SH,2021-08-21T03:54:44.880000,S,0.612,2.8068252504453994e-06,2,4.396205105079567e-05,20210821T000000_2,6164
AV.S12K..BH,2021-08-21T03:55:24.940000,S,0.36,8.106072527880315e-06,3,9.548282458604692e-05,20210821T000000_3,6165
AV.DEER..BH,2021-08-21T08:45:22.600000,P,0.625,7.596410682708665e-07,2,0.022813508461234,20210821T080000_2,6167
AV.DEER..BH,2021-08-21T08:52:25.940000,P,0.976,3.6928664485458285e-05,4,0.022813508461234,20210821T080000_4,6168
AV.DEER..BH,2021-08-21T08:52:37.040000,S,0.822,3.6928664485458285e-05,3,0.022813508461234,20210821T080000_3,6169
AV.DEER..BH,2021-08-21T14:32:47.340000,S,0.796,1.8747150534181856e-06,8,0.022813508461234,20210821T080000_8,6173
AV.DOL..BH,2021-08-21T08:45:18.300000,P,0.842,1.1125929404443011e-06,2,0.0009608210940553,20210821T080000_2,6167
AV.DOL..BH,2021-08-21T08:52:28.900000,P,0.975,2.259534767290461e-06,4,0.0009608210940553,20210821T080000_4,6168
AV.DOL..BH,2021-08-21T10:29:26.220000,P,0.367,1.0321208492314329e-06,5,0.022813508461234,20210821T080000_5,6170
AV.DOL..BH,2021-08-21T14:32:35.920000,P,0.7,1.036265416587412e-06,7,0.022813508461234,20210821T080000_7,6172
AV.DOL..BH,2021-08-21T08:13:00.020000,S,0.748,1.1723400348273572e-06,1,0.022813508461234,20210821T080000_1,6166
AV.DOL..BH,2021-08-21T08:52:42.300000,S,0.938,4.350160088506527e-05,3,0.0009608210940553,20210821T080000_3,6169
AV.DOL..BH,2021-08-21T10:29:43.340000,S,0.588,1.637080231375876e-06,6,0.022813508461234,20210821T080000_6,6171
AV.DOL..BH,2021-08-21T14:32:55.740000,S,0.473,2.4769751689746045e-06,8,0.0009608210940553,20210821T080000_8,6173
AV.DT1..BH,2021-08-21T08:45:21.660000,P,0.785,1.074756937669008e-06,2,0.0058309014114756,20210821T080000_2,6167
AV.DT1..BH,2021-08-21T08:52:26.920000,P,0.978,5.904068075324176e-06,4,0.0058309014114756,20210821T080000_4,6168
AV.DT1..BH,2021-08-21T14:32:33.480000,P,0.721,1.1043136964872249e-06,7,0.0009608210940553,20210821T080000_7,6172
AV.DT1..BH,2021-08-21T08:13:06.860000,S,0.472,9.568456107444945e-07,1,0.0009608210940553,20210821T080000_1,6166
AV.DT1..BH,2021-08-21T08:52:38.820000,S,0.917,2.228718585683964e-05,3,0.0058309014114756,20210821T080000_3,6169
AV.DT1..BH,2021-08-21T10:29:48.000000,S,0.471,1.722889692246099e-06,6,0.0009608210940553,20210821T080000_6,6171
AV.DT1..BH,2021-08-21T14:32:51.740000,S,0.633,2.367401293668081e-06,8,0.0058309014114756,20210821T080000_8,6173
AV.DTN..BH,2021-08-21T08:45:21.560000,P,0.954,2.610389856272377e-06,2,0.0003481709187626,20210821T080000_2,6167
AV.DTN..BH,2021-08-21T08:52:27.460000,P,0.978,2.4278190267068567e-06,4,0.0003481709187626,20210821T080000_4,6168
AV.DTN..BH,2021-08-21T10:29:29.900000,P,0.736,1.578791056999762e-06,5,0.0009608210940553,20210821T080000_5,6170
AV.DTN..BH,2021-08-21T14:32:34.600000,P,0.687,1.7623071926209375e-06,7,0.0058309014114756,20210821T080000_7,6172
AV.DTN..BH,2021-08-21T08:13:06.560000,S,0.413,2.3986892756511224e-06,1,0.0058309014114756,20210821T080000_1,6166
AV.DTN..BH,2021-08-21T08:45:33.600000,S,0.354,2.7573580609896453e-06,2,0.0110920288973142,20210821T080000_2,6167
AV.DTN..BH,2021-08-21T08:52:39.780000,S,0.924,1.107734442484798e-05,3,0.0003481709187626,20210821T080000_3,6169
AV.DTN..BH,2021-08-21T10:29:49.280000,S,0.555,2.174311248381855e-06,6,0.0058309014114756,20210821T080000_6,6171
AV.DTN..BH,2021-08-21T14:32:53.500000,S,0.531,2.03314152713574e-06,8,0.0003481709187626,20210821T080000_8,6173
AV.HAG..SH,2021-08-21T08:45:18.440000,P,0.581,1.1492953717606724e-06,2,0.0008964506200328,20210821T080000_2,6167
AV.HAG..SH,2021-08-21T08:52:30.500000,P,0.98,2.269143806188368e-06,4,0.0110920288973142,20210821T080000_4,6168
AV.HAG..SH,2021-08-21T10:29:28.760000,P,0.846,5.255744781607063e-07,5,0.0058309014114756,20210821T080000_5,6170
AV.HAG..SH,2021-08-21T14:32:38.680000,P,0.801,8.284081332021742e-07,7,0.0003481709187626,20210821T080000_7,6172
AV.HAG..SH,2021-08-21T08:13:02.800000,S,0.382,7.151185172915575e-07,1,0.0003481709187626,20210821T080000_1,6166
AV.HAG..SH,2021-08-21T08:52:45.660000,S,0.739,3.980635938205523e-06,3,0.0110920288973142,20210821T080000_3,6169
AV.HAG..SH,2021-08-21T10:29:48.000000,S,0.715,8.560768378629291e-07,6,0.0003481709187626,20210821T080000_6,6171
AV.PN7A..BH,2021-08-21T08:45:19.420000,P,0.765,3.190618599546724e-06,2,0.0015282266563123,20210821T080000_2,6167
AV.PS1A..BH,2021-08-21T08:52:32.000000,P,0.916,2.409728267593892e-06,4,0.0008964506200328,20210821T080000_4,6168
AV.PS1A..BH,2021-08-21T08:52:48.300000,S,0.515,4.440839347807923e-06,3,0.0008964506200328,20210821T080000_3,6169
AV.PS4A..BH,2021-08-21T08:45:17.940000,P,0.959,1.985609969779034e-06,2,0.0290393968932735,20210821T080000_2,6167
AV.PS4A..BH,2021-08-21T08:52:30.740000,P,0.971,3.2182961149374023e-06,4,0.0015282266563123,20210821T080000_4,6168
AV.PS4A..BH,2021-08-21T08:13:01.760000,S,0.625,2.543634536777972e-06,1,0.0110920288973142,20210821T080000_1,6166
AV.PS4A..BH,2021-08-21T08:45:28.940000,S,0.775,2.4030989607126685e-06,2,0.016727955054146,20210821T080000_2,6167
AV.PS4A..BH,2021-08-21T08:52:46.060000,S,0.657,5.873694590263767e-06,3,0.0015282266563123,20210821T080000_3,6169
AV.PS4A..BH,2021-08-21T10:29:46.760000,S,0.377,1.5812329365871849e-06,6,0.0110920288973142,20210821T080000_6,6171
AV.PS4A..BH,2021-08-21T14:33:02.000000,S,0.632,1.7969356349567531e-06,8,0.0110920288973142,20210821T080000_8,6173
AV.PV6A..SH,2021-08-21T08:45:19.000000,P,0.48,4.156880493155768e-07,2,0.0019114588499532,20210821T080000_2,6167
AV.PV6A..SH,2021-08-21T08:52:32.160000,P,0.982,5.298015821608715e-07,4,0.0290393968932735,20210821T080000_4,6168
AV.PV6A..SH,2021-08-21T10:29:31.260000,P,0.704,3.013943796759122e-07,5,0.0003481709187626,20210821T080000_5,6170
AV.PV6A..SH,2021-08-21T08:13:05.120000,S,0.628,3.221496456262685e-07,1,0.0008964506200328,20210821T080000_1,6166
AV.PV6A..SH,2021-08-21T08:52:49.060000,S,0.526,7.735453664281522e-07,3,0.0290393968932735,20210821T080000_3,6169
AV.PV6A..SH,2021-08-21T10:29:51.140000,S,0.724,3.938490920063488e-07,6,0.0008964506200328,20210821T080000_6,6171
AV.PVV..SH,2021-08-21T08:45:17.200000,P,0.874,4.126531223391794e-07,2,5.485454869511285e-05,20210821T080000_2,6167
AV.PVV..SH,2021-08-21T08:52:31.260000,P,0.799,8.329020033670531e-07,4,0.016727955054146,20210821T080000_4,6168
AV.PVV..SH,2021-08-21T10:29:28.080000,P,0.733,2.475714211414015e-07,5,0.0110920288973142,20210821T080000_5,6170
AV.PVV..SH,2021-08-21T08:13:01.720000,S,0.438,3.171318496697495e-07,1,0.0015282266563123,20210821T080000_1,6166
AV.PVV..SH,2021-08-21T08:52:47.360000,S,0.573,1.2264182487342623e-06,3,0.016727955054146,20210821T080000_3,6169
AV.PVV..SH,2021-08-21T10:29:46.320000,S,0.614,3.7697319044127653e-07,6,0.0015282266563123,20210821T080000_6,6171
AV.S12K..BH,2021-08-21T08:52:33.320000,P,0.976,2.229675146736554e-06,4,0.0019114588499532,20210821T080000_4,6168
AV.S12K..BH,2021-08-21T08:52:49.880000,S,0.886,6.391935585270403e-06,4,5.485454869511285e-05,20210821T080000_4,6168
AV.DEER..BH,2021-08-21T16:40:23.420000,P,0.895,1.984398750209948e-06,1,0.0010231978872765,20210821T160000_1,6174
AV.DEER..BH,2021-08-21T19:52:08.140000,P,0.666,8.175726975423458e-07,3,0.0010231978872765,20210821T160000_3,6176
AV.DOL..BH,2021-08-21T16:56:26.460000,P,0.869,1.1950609177802107e-06,2,0.0010231978872765,20210821T160000_2,6175
AV.DOL..BH,2021-08-21T19:52:12.780000,P,0.801,1.551122409182426e-06,3,0.0234111380426019,20210821T160000_3,6176
AV.DOL..BH,2021-08-21T16:40:36.160000,S,0.606,1.2523449868240275e-06,1,0.0234111380426019,20210821T160000_1,6174
AV.DT1..BH,2021-08-21T16:40:24.580000,P,0.938,8.290983259939821e-07,1,0.0001923696155156,20210821T160000_1,6174
AV.DT1..BH,2021-08-21T19:52:09.900000,P,0.556,1.0554188065725612e-06,3,0.0001923696155156,20210821T160000_3,6176
AV.DTN..BH,2021-08-21T16:40:25.200000,P,0.741,1.330917484665406e-06,1,0.0018404698600923,20210821T160000_1,6174
AV.DTN..BH,2021-08-21T16:56:29.340000,P,0.445,1.5231007637339644e-06,2,0.0234111380426019,20210821T160000_2,6175
AV.DTN..BH,2021-08-21T19:52:10.960000,P,0.311,2.049742988674552e-06,3,0.0018404698600923,20210821T160000_3,6176
AV.HAG..SH,2021-08-21T16:40:27.700000,P,0.934,3.594626605263329e-07,1,0.0002650315336915,20210821T160000_1,6174
AV.HAG..SH,2021-08-21T16:56:28.920000,P,0.903,5.946753844909836e-07,2,0.0001923696155156,20210821T160000_2,6175
AV.HAG..SH,2021-08-21T19:52:16.400000,P,0.835,7.898788112470356e-07,3,0.0002650315336915,20210821T160000_3,6176
AV.PS1A..BH,2021-08-21T16:40:28.720000,P,0.858,2.818134817061946e-06,1,0.0089721385606732,20210821T160000_1,6174
AV.PS1A..BH,2021-08-21T19:52:18.280000,P,0.429,2.945265123344143e-06,3,0.0089721385606732,20210821T160000_3,6176
AV.PS1A..BH,2021-08-21T16:40:43.360000,S,0.472,1.930188091137097e-06,1,0.0003294837562897,20210821T160000_1,6174
AV.PV6A..SH,2021-08-21T16:56:31.880000,P,0.39,2.313686877641885e-07,2,0.0018404698600923,20210821T160000_2,6175
AV.PVV..SH,2021-08-21T16:40:27.760000,P,0.661,3.829856893844408e-07,1,0.0001080686068759,20210821T160000_1,6174
AV.PVV..SH,2021-08-21T16:40:41.760000,S,0.419,2.721676537476015e-07,1,0.0010763549408365,20210821T160000_1,6174
AV.S12K..BH,2021-08-21T19:52:20.720000,P,0.586,1.198153540826752e-06,3,0.0003294837562897,20210821T160000_3,6176
AV.DEER..BH,2021-08-22T00:05:26.840000,P,0.582,8.921248308979557e-07,1,0.0013022958751696,20210822T000000_1,6177
AV.DEER..BH,2021-08-22T02:19:18.400000,P,0.881,1.8905795968748864e-06,5,0.0013022958751696,20210822T000000_5,6181
AV.DEER..BH,2021-08-22T06:42:22.120000,P,0.43,9.891031140796258e-07,7,0.0013022958751696,20210822T000000_7,6183
AV.DEER..BH,2021-08-22T06:42:53.740000,P,0.324,1.8824121070792896e-06,8,0.0013022958751696,20210822T000000_8,6184
AV.DEER..BH,2021-08-22T07:51:26.840000,P,0.505,9.105807521336828e-07,9,0.0013022958751696,20210822T000000_9,6185
AV.DEER..BH,2021-08-22T02:19:28.400000,S,0.632,1.8905795968748864e-06,5,0.0027646996695479,20210822T000000_5,6181
AV.DEER..BH,2021-08-22T07:51:37.260000,S,0.507,9.105807521336828e-07,9,0.0027646996695479,20210822T000000_9,6185
AV.DOL..BH,2021-08-22T00:05:30.960000,P,0.739,1.253353161700943e-06,1,0.0027646996695479,20210822T000000_1,6177
AV.DOL..BH,2021-08-22T02:19:23.620000,P,0.925,1.9575002170313383e-06,5,0.0022836025821452,20210822T000000_5,6181
AV.DOL..BH,2021-08-22T06:42:18.340000,P,0.935,1.9642352526716422e-06,7,0.0027646996695479,20210822T000000_7,6183
AV.DOL..BH,2021-08-22T07:51:29.420000,P,0.387,9.16657768357254e-07,9,0.0022836025821452,20210822T000000_9,6185
AV.DOL..BH,2021-08-22T01:05:33.820000,S,0.383,1.1922520570806228e-05,3,0.0013022958751696,20210822T000000_3,6179
AV.DOL..BH,2021-08-22T01:46:34.780000,S,0.76,1.8828676502380404e-06,4,0.0013022958751696,20210822T000000_4,6180
AV.DOL..BH,2021-08-22T02:19:37.460000,S,0.825,3.6179274047754006e-06,6,0.0013022958751696,20210822T000000_6,6182
AV.DOL..BH,2021-08-22T06:42:56.160000,S,0.333,4.469598934520036e-06,8,0.0027646996695479,20210822T000000_8,6184
AV.DOL..BH,2021-08-22T07:51:40.980000,S,0.612,1.0282144558004802e-06,9,0.0002938929074731,20210822T000000_9,6185
AV.DT1..BH,2021-08-22T00:05:28.600000,P,0.767,1.0433838042445132e-06,1,0.0022836025821452,20210822T000000_1,6177
AV.DT1..BH,2021-08-22T02:19:20.060000,P,0.975,3.320848463772564e-06,5,0.0002938929074731,20210822T000000_5,6181
AV.DT1..BH,2021-08-22T06:42:21.560000,P,0.492,1.0649478099367116e-06,7,0.0022836025821452,20210822T000000_7,6183
AV.DT1..BH,2021-08-22T00:05:45.300000,S,0.729,1.4281646372182877e-06,2,0.0013022958751696,20210822T000000_2,6178
AV.DT1..BH,2021-08-22T01:05:35.360000,S,0.372,1.1863467989314811e-05,3,0.0027646996695479,20210822T000000_3,6179
AV.DT1..BH,2021-08-22T01:46:40.680000,S,0.573,8.277028200609493e-07,4,0.0027646996695479,20210822T000000_4,6180
AV.DT1..BH,2021-08-22T02:19:31.100000,S,0.907,2.957553306259797e-06,6,0.0027646996695479,20210822T000000_6,6182
AV.DT1..BH,2021-08-22T06:43:02.560000,S,0.359,1.3973804016131908e-06,8,0.0022836025821452,20210822T000000_8,6184
AV.DTN..BH,2021-08-22T00:05:29.560000,P,0.54,2.2336885194818024e-06,1,0.0002938929074731,20210822T000000_1,6177
AV.DTN..BH,2021-08-22T02:19:20.780000,P,0.868,1.946207021319424e-06,5,0.000609542471874,20210822T000000_5,6181
AV.DTN..BH,2021-08-22T06:42:21.720000,P,0.878,1.5419840337926871e-06,7,0.0002938929074731,20210822T000000_7,6183
AV.DTN..BH,2021-08-22T06:42:54.840000,P,0.321,4.704285856860224e-06,8,0.0002938929074731,20210822T000000_8,6184
AV.DTN..BH,2021-08-22T00:05:46.640000,S,0.615,2.711728939175373e-06,2,0.0027646996695479,20210822T000000_2,6178
AV.DTN..BH,2021-08-22T01:46:40.840000,S,0.32,1.6329188383679138e-06,4,0.0022836025821452,20210822T000000_4,6180
AV.DTN..BH,2021-08-22T02:19:32.540000,S,0.568,2.023010438279016e-06,6,0.0022836025821452,20210822T000000_6,6182
AV.DTN..BH,2021-08-22T06:43:00.220000,S,0.446,4.704285856860224e-06,8,0.000609542471874,20210822T000000_8,6184
AV.HAG..SH,2021-08-22T00:05:33.100000,P,0.87,1.7884007093016407e-06,1,0.000609542471874,20210822T000000_1,6177
AV.HAG..SH,2021-08-22T02:19:26.160000,P,0.588,1.1169981917191762e-06,5,0.0009225070112056,20210822T000000_5,6181
AV.HAG..SH,2021-08-22T06:42:19.660000,P,0.596,2.8567367280629696e-06,7,0.000609542471874,20210822T000000_7,6183
AV.HAG..SH,2021-08-22T00:05:53.760000,S,0.782,1.1592619557632131e-06,2,0.0022836025821452,20210822T000000_2,6178
AV.PN7A..BH,2021-08-22T01:05:36.120000,P,0.367,1.908381818793714e-05,3,0.0022836025821452,20210822T000000_3,6179
AV.PN7A..BH,2021-08-22T06:42:21.920000,P,0.457,2.796259423121228e-06,7,0.0009225070112056,20210822T000000_7,6183
AV.PS1A..BH,2021-08-22T00:05:36.160000,P,0.487,3.337848738738103e-06,1,0.0009225070112056,20210822T000000_1,6177
AV.PS1A..BH,2021-08-22T01:05:35.240000,P,0.392,1.8165912479162216e-05,3,0.0002938929074731,20210822T000000_3,6179
AV.PS1A..BH,2021-08-22T00:05:59.220000,S,0.513,2.8402280349837383e-06,2,0.0002938929074731,20210822T000000_2,6178
AV.PS4A..BH,2021-08-22T00:05:53.780000,S,0.539,3.054338549191016e-06,2,0.000609542471874,20210822T000000_2,6178
AV.PV6A..SH,2021-08-22T01:46:40.860000,S,0.528,3.687144669584086e-07,4,0.0002938929074731,20210822T000000_4,6180
AV.PV6A..SH,2021-08-22T06:42:28.720000,S,0.615,8.552729582333995e-07,7,0.0004664037016211,20210822T000000_7,6183
AV.PV6A..SH,2021-08-22T06:43:03.240000,S,0.354,1.0078458672069246e-06,8,0.0009225070112056,20210822T000000_8,6184
AV.PVV..SH,2021-08-22T06:42:21.240000,P,0.43,1.1863877489304286e-06,7,0.0003468132669333,20210822T000000_7,6183
AV.PVV..SH,2021-08-22T02:19:44.200000,S,0.375,4.024813620162604e-07,6,0.0002938929074731,20210822T000000_6,6182
